tree_id,trunk_diam,status,health,spc_common,neighborhood,tree_diam_category
347256,3,Alive,Good,Japanese snowbell,Allerton-Pelham Gardens,Medium (3-10in)
332700,14,Alive,Good,Japanese zelkova,Canarsie,Large (18-24in)
458972,11,Alive,Good,Callery pear,East New York (Pennsylvania Ave),Large (18-24in)
79823,16,Alive,Good,honeylocust,Mount Hope,Large (18-24in)
153469,8,Alive,Good,London planetree,Bensonhurst West,Medium-Large (10-18in)
426541,142,Alive,Good,littleleaf linden,Cypress Hills-City Line,
274647,4,Alive,Good,littleleaf linden,Queensbridge-Ravenswood-Long Island City,Medium-Large (10-18in)
55482,11,Alive,Good,Japanese zelkova,Crotona Park East,Large (18-24in)
427721,10,Alive,Good,green ash,Seagate-Coney Island,Medium-Large (10-18in)
44691,21,Alive,Good,American linden,Van Cortlandt Village,Very large (>24in)
87892,22,Alive,Fair,London planetree,BX22,Very large (>24in)
657739,3,Alive,Good,swamp white oak,Oakland Gardens,Medium (3-10in)
286262,4,Alive,Good,Sophora,Upper West Side,Medium-Large (10-18in)
561072,4,Alive,Good,cherry,St. Albans,Medium-Large (10-18in)
496431,14,Alive,Good,Sophora,Soundview-Castle Hill-Clason Point-Harding Park,Large (18-24in)
475934,16,Alive,Good,honeylocust,Crotona Park East,Large (18-24in)
593472,13,Alive,Good,London planetree,Oakland Gardens,Large (18-24in)
49070,8,Alive,Fair,Norway maple,Oakwood-Oakwood Beach,Medium-Large (10-18in)
581574,10,Alive,Good,cherry,Douglas Manor-Douglaston-Little Neck,Medium-Large (10-18in)
357912,16,Alive,Good,sugar maple,Rossville-Woodrow,Large (18-24in)
338645,17,Alive,Fair,littleleaf linden,Van Nest-Morris Park-Westchester Square,Large (18-24in)
523913,10,Alive,Fair,Callery pear,Rossville-Woodrow,Medium-Large (10-18in)
91915,5,Alive,Fair,littleleaf linden,Central Harlem South,Medium-Large (10-18in)
660413,20,Alive,Good,sugar maple,Murray Hill,Very large (>24in)
214322,4,Alive,Good,Japanese tree lilac,Woodlawn-Wakefield,Medium-Large (10-18in)
690349,10,Alive,Good,pin oak,Ft. Totten-Bay Terrace-Clearview,Medium-Large (10-18in)
217142,14,Alive,Good,honeylocust,Upper West Side,Large (18-24in)
121959,21,Alive,Fair,Callery pear,BK60,Very large (>24in)
63245,0,Stump,,,Oakland Gardens,Small (0-3in)
187920,0,Stump,,,Kew Gardens,Small (0-3in)
482031,2,Alive,Good,Amur maackia,Murray Hill-Kips Bay,Medium (3-10in)
481244,15,Alive,Good,honeylocust,29,Large (18-24in)
240211,11,Alive,Good,honeylocust,Upper East Side-Carnegie Hill,Large (18-24in)
505397,8,Alive,Good,cherry,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
281033,12,Alive,Good,cherry,Ocean Hill,Large (18-24in)
418080,3,Alive,Fair,serviceberry,Richmond Hill,Medium (3-10in)
574942,17,Alive,Good,honeylocust,St. Albans,Large (18-24in)
518654,4,Alive,Good,Cornelian cherry,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
423356,34,Alive,Good,London planetree,East New York,
174148,5,Alive,Good,pin oak,Chinatown,Medium-Large (10-18in)
280404,6,Alive,Good,American hornbeam,Sunset Park West,Medium-Large (10-18in)
559453,2,Alive,Good,ginkgo,Brownsville,Medium (3-10in)
235442,25,Alive,Fair,pin oak,Forest Hills,
329271,3,Alive,Poor,American linden,Bushwick North,Medium (3-10in)
121022,21,Alive,Good,London planetree,QN23,Very large (>24in)
168366,2,Alive,Fair,cherry,East New York,Medium (3-10in)
252259,11,Dead,,,Pelham Parkway,Large (18-24in)
173340,4,Alive,Good,honeylocust,MN23,Medium-Large (10-18in)
443282,19,Alive,Good,silver maple,QN49,Very large (>24in)
73122,18,Alive,Good,Norway maple,QN28,Large (18-24in)
244521,15,Alive,Poor,Norway maple,BK42,Large (18-24in)
554175,12,Alive,Good,London planetree,Schuylerville-Throgs Neck-Edgewater Park,Large (18-24in)
596071,7,Alive,Good,honeylocust,Bellerose,Medium-Large (10-18in)
130798,17,Alive,Good,green ash,QN20,Large (18-24in)
561788,12,Alive,Poor,Japanese zelkova,Central Harlem South,Large (18-24in)
684800,22,Alive,Good,London planetree,Rugby-Remsen Village,Very large (>24in)
591858,17,Alive,Good,American elm,Bellerose,Large (18-24in)
304121,8,Alive,Fair,sugar maple,Soundview-Castle Hill-Clason Point-Harding Park,Medium-Large (10-18in)
340543,6,Alive,Good,willow oak,Prospect Lefferts Gardens-Wingate,Medium-Large (10-18in)
654856,24,Alive,Good,pin oak,Jamaica Estates-Holliswood,Very large (>24in)
40160,7,Alive,Good,honeylocust,Kew Gardens Hills,Medium-Large (10-18in)
3348,4,Alive,Good,hardy rubber tree,Pelham Parkway,Medium-Large (10-18in)
284250,5,Alive,Good,cherry,Pelham Bay-Country Club-City Island,Medium-Large (10-18in)
524615,9,Alive,Good,English oak,West Village,Medium-Large (10-18in)
561130,6,Alive,Good,dawn redwood,St. Albans,Medium-Large (10-18in)
194189,11,Alive,Good,honeylocust,Upper East Side-Carnegie Hill,Large (18-24in)
148348,0,Stump,,,Steinway,Small (0-3in)
257711,6,Alive,Good,Japanese zelkova,West Concourse,Medium-Large (10-18in)
585578,16,Alive,Good,Chinese elm,Rosedale,Large (18-24in)
477329,25,Alive,Good,Norway maple,Port Richmond,
505947,3,Alive,Good,honeylocust,Annadale-Huguenot-Prince's Bay-Eltingville,Medium (3-10in)
152144,18,Alive,Good,honeylocust,Turtle Bay-East Midtown,Large (18-24in)
50379,4,Alive,Good,pin oak,Pomonok-Flushing Heights-Hillcrest,Medium-Large (10-18in)
152307,4,Alive,Fair,Sophora,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,Medium-Large (10-18in)
235292,10,Alive,Good,American linden,Upper West Side,Medium-Large (10-18in)
291283,3,Alive,Poor,dawn redwood,Washington Heights South,Medium (3-10in)
106671,11,Alive,Good,Sophora,Manhattanville,Large (18-24in)
267078,4,Alive,Good,'Schubert' chokecherry,Park Slope-Gowanus,Medium-Large (10-18in)
53325,3,Alive,Good,honeylocust,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Medium (3-10in)
125160,5,Alive,Good,cherry,East Harlem North,Medium-Large (10-18in)
660154,26,Alive,Good,London planetree,Auburndale,
624117,22,Alive,Good,London planetree,Bensonhurst East,Very large (>24in)
368327,3,Alive,Fair,Kentucky yellowwood,Westchester-Unionport,Medium (3-10in)
488496,11,Alive,Poor,silver maple,Oakwood-Oakwood Beach,Large (18-24in)
686627,17,Alive,Good,pin oak,Bensonhurst East,Large (18-24in)
633132,6,Alive,Good,Chinese elm,Dyker Heights,Medium-Large (10-18in)
502940,3,Alive,Good,eastern redbud,Annadale-Huguenot-Prince's Bay-Eltingville,Medium (3-10in)
424885,4,Alive,Fair,London planetree,Stapleton-Rosebank,Medium-Large (10-18in)
143560,4,Alive,Good,Japanese zelkova,Astoria,Medium-Large (10-18in)
505590,5,Alive,Poor,Callery pear,Annadale-Huguenot-Prince's Bay-Eltingville,Medium-Large (10-18in)
393826,21,Alive,Fair,London planetree,Chinatown,Very large (>24in)
511505,19,Alive,Good,London planetree,Williamsbridge-Olinville,Very large (>24in)
72292,7,Alive,Good,Japanese zelkova,North Side-South Side,Medium-Large (10-18in)
254302,26,Alive,Good,maple,Queens Village,
266380,4,Alive,Fair,white oak,Central Harlem North-Polo Grounds,Medium-Large (10-18in)
207152,4,Dead,,,Corona,Medium-Large (10-18in)
689054,18,Alive,Good,honeylocust,BK96,Large (18-24in)
256086,11,Alive,Good,ginkgo,East Concourse-Concourse Village,Large (18-24in)
256692,11,Alive,Good,Norway maple,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Large (18-24in)
248689,12,Alive,Good,hedge maple,Schuylerville-Throgs Neck-Edgewater Park,Large (18-24in)
198930,6,Alive,Good,pin oak,Clinton Hill,Medium-Large (10-18in)
54189,8,Alive,Good,American linden,Bayside-Bayside Hills,Medium-Large (10-18in)
133656,5,Alive,Fair,Callery pear,Laurelton,Medium-Large (10-18in)
179351,7,Alive,Good,pin oak,New Springville-Bloomfield-Travis,Medium-Large (10-18in)
77414,5,Alive,Fair,London planetree,Stuyvesant Heights,Medium-Large (10-18in)
399348,24,Alive,Good,silver maple,SI48,Very large (>24in)
361092,10,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
517207,33,Alive,Good,silver maple,Eastchester-Edenwald-Baychester,
274142,3,Alive,Good,littleleaf linden,Lindenwood-Howard Beach,Medium (3-10in)
434451,4,Alive,Good,Japanese tree lilac,East New York,Medium-Large (10-18in)
28611,13,Alive,Good,honeylocust,Ridgewood,Large (18-24in)
594942,12,Alive,Good,Norway maple,Bellerose,Large (18-24in)
350274,4,Alive,Good,Sophora,West Farms-Bronx River,Medium-Large (10-18in)
413001,0,Alive,Good,magnolia,West New Brighton-New Brighton-St. George,Small (0-3in)
721969,5,Alive,Good,honeylocust,Jamaica,Medium-Large (10-18in)
533341,16,Alive,Good,Sophora,Yorkville,Large (18-24in)
599439,11,Alive,Good,mulberry,Whitestone,Large (18-24in)
595345,19,Alive,Good,ash,Bellerose,Very large (>24in)
447859,3,Alive,Good,sweetgum,East New York,Medium (3-10in)
335859,4,Alive,Fair,London planetree,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
357862,7,Alive,Fair,sugar maple,Bronxdale,Medium-Large (10-18in)
620500,3,Alive,Fair,holly,Elmhurst-Maspeth,Medium (3-10in)
273478,10,Alive,Good,black oak,Bensonhurst East,Medium-Large (10-18in)
156954,18,Alive,Good,London planetree,Greenpoint,Large (18-24in)
467369,3,Alive,Good,Kentucky coffeetree,Fordham South,Medium (3-10in)
210403,15,Alive,Fair,silver maple,Astoria,Large (18-24in)
637092,9,Alive,Good,honeylocust,Ft. Totten-Bay Terrace-Clearview,Medium-Large (10-18in)
64897,7,Alive,Fair,green ash,Bayside-Bayside Hills,Medium-Large (10-18in)
573276,43,Alive,Good,American linden,Bayside-Bayside Hills,
552895,5,Alive,Good,American linden,Bayside-Bayside Hills,Medium-Large (10-18in)
712286,15,Alive,Good,Sophora,25,Large (18-24in)
316670,13,Alive,Good,silver maple,Georgetown-Marine Park-Bergen Beach-Mill Basin,Large (18-24in)
273233,11,Alive,Fair,cherry,Ft. Totten-Bay Terrace-Clearview,Large (18-24in)
127066,4,Dead,,,Upper West Side,Medium-Large (10-18in)
713537,12,Alive,Good,littleleaf linden,Starrett City,Large (18-24in)
460927,5,Alive,Good,Japanese zelkova,East New York (Pennsylvania Ave),Medium-Large (10-18in)
610542,6,Alive,Good,Norway maple,Springfield Gardens North,Medium-Large (10-18in)
443072,2,Alive,Good,Japanese tree lilac,East New York,Medium (3-10in)
280457,19,Alive,Good,Norway maple,BK34,Very large (>24in)
337348,10,Alive,Fair,littleleaf linden,Westchester-Unionport,Medium-Large (10-18in)
55777,10,Alive,Good,honeylocust,Sunset Park West,Medium-Large (10-18in)
424483,3,Alive,Poor,Chinese chestnut,Corona,Medium (3-10in)
104183,11,Alive,Good,Callery pear,MN31,Large (18-24in)
59691,8,Alive,Good,Sophora,Crown Heights North,Medium-Large (10-18in)
293144,4,Alive,Fair,pin oak,Washington Heights South,Medium-Large (10-18in)
53644,9,Alive,Good,Japanese zelkova,Carroll Gardens-Columbia Street-Red Hook,Medium-Large (10-18in)
214079,5,Alive,Good,Callery pear,New Dorp-Midland Beach,Medium-Large (10-18in)
132389,18,Alive,Good,London planetree,Forest Hills,Large (18-24in)
687379,3,Alive,Good,Kentucky coffeetree,Briarwood-Jamaica Hills,Medium (3-10in)
47466,10,Alive,Fair,littleleaf linden,East Harlem South,Medium-Large (10-18in)
480434,4,Alive,Good,American linden,Port Richmond,Medium-Large (10-18in)
399878,3,Alive,Good,ginkgo,East Village,Medium (3-10in)
383661,15,Alive,Good,honeylocust,Homecrest,Large (18-24in)
432966,3,Alive,Good,red maple,Old Town-Dongan Hills-South Beach,Medium (3-10in)
227449,3,Alive,Good,Sophora,Bellerose,Medium (3-10in)
384518,10,Alive,Good,green ash,Stapleton-Rosebank,Medium-Large (10-18in)
495010,6,Alive,Good,hawthorn,New Springville-Bloomfield-Travis,Medium-Large (10-18in)
101880,3,Alive,Good,ginkgo,Central Harlem South,Medium (3-10in)
39995,9,Alive,Good,Japanese zelkova,South Ozone Park,Medium-Large (10-18in)
198623,17,Alive,Fair,green ash,Jackson Heights,Large (18-24in)
243479,14,Alive,Good,English oak,Bayside-Bayside Hills,Large (18-24in)
160742,13,Alive,Good,littleleaf linden,QN03,Large (18-24in)
460128,5,Alive,Good,littleleaf linden,East New York (Pennsylvania Ave),Medium-Large (10-18in)
234440,4,Alive,Good,Chinese elm,Kingsbridge Heights,Medium-Large (10-18in)
468682,9,Alive,Good,honeylocust,Morrisania-Melrose,Medium-Large (10-18in)
434624,4,Alive,Good,willow oak,East New York,Medium-Large (10-18in)
75561,4,Alive,Fair,Callery pear,Lenox Hill-Roosevelt Island,Medium-Large (10-18in)
357553,5,Alive,Good,Callery pear,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
704969,4,Alive,Good,honeylocust,Kew Gardens Hills,Medium-Large (10-18in)
573317,64,Alive,Good,London planetree,Laurelton,
84319,6,Alive,Fair,honeylocust,Lower East Side,Medium-Large (10-18in)
398974,5,Alive,Good,cherry,Flushing,Medium-Large (10-18in)
89223,12,Alive,Good,green ash,QN22,Large (18-24in)
49031,6,Alive,Fair,Japanese zelkova,Sunset Park West,Medium-Large (10-18in)
150471,11,Alive,Good,green ash,BK38,Large (18-24in)
127518,3,Alive,Fair,swamp white oak,Crown Heights North,Medium (3-10in)
261573,2,Dead,,,Grymes Hill-Clifton-Fox Hills,Medium (3-10in)
32232,9,Alive,Good,Japanese zelkova,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Medium-Large (10-18in)
390591,21,Alive,Fair,silver maple,BX37,Very large (>24in)
408739,33,Alive,Fair,London planetree,Fort Greene,
197644,5,Alive,Good,London planetree,Homecrest,Medium-Large (10-18in)
4093,11,Alive,Good,honeylocust,Elmhurst-Maspeth,Large (18-24in)
619236,19,Alive,Good,London planetree,BK29,Very large (>24in)
395932,0,Stump,,,Arden Heights,Small (0-3in)
58900,13,Alive,Fair,silver maple,Great Kills,Large (18-24in)
83779,12,Alive,Good,honeylocust,Yorkville,Large (18-24in)
444447,4,Alive,Good,American linden,East Flushing,Medium-Large (10-18in)
206779,5,Alive,Good,Sophora,Astoria,Medium-Large (10-18in)
365885,25,Alive,Good,London planetree,Bay Ridge,
233001,0,Stump,,,East Village,Small (0-3in)
378107,27,Alive,Good,London planetree,Homecrest,
125744,6,Alive,Good,northern red oak,East Harlem North,Medium-Large (10-18in)
433624,5,Alive,Fair,cherry,Soundview-Castle Hill-Clason Point-Harding Park,Medium-Large (10-18in)
53099,7,Alive,Good,Sophora,Briarwood-Jamaica Hills,Medium-Large (10-18in)
671432,6,Alive,Fair,Callery pear,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
83422,2,Alive,Good,littleleaf linden,Upper West Side,Medium (3-10in)
330658,7,Alive,Good,black locust,Highbridge,Medium-Large (10-18in)
423124,1,Alive,Good,swamp white oak,Brownsville,Medium (3-10in)
300954,39,Alive,Good,American elm,BK44,
415650,21,Alive,Good,London planetree,Madison,Very large (>24in)
541241,16,Alive,Fair,red maple,Baisley Park,Large (18-24in)
382605,9,Alive,Good,northern red oak,Prospect Lefferts Gardens-Wingate,Medium-Large (10-18in)
535142,7,Alive,Fair,Callery pear,Great Kills,Medium-Large (10-18in)
32752,10,Alive,Good,Norway maple,Old Town-Dongan Hills-South Beach,Medium-Large (10-18in)
272874,11,Alive,Fair,green ash,Queens Village,Large (18-24in)
272465,14,Alive,Good,American elm,East Harlem North,Large (18-24in)
415643,14,Alive,Good,crab apple,Madison,Large (18-24in)
583426,6,Alive,Good,dawn redwood,Ocean Hill,Medium-Large (10-18in)
305308,15,Alive,Good,honeylocust,21,Large (18-24in)
167475,12,Alive,Good,honeylocust,Sunset Park West,Large (18-24in)
59319,11,Alive,Good,littleleaf linden,MN01,Large (18-24in)
602914,18,Alive,Good,white ash,East Williamsburg,Large (18-24in)
429227,11,Alive,Good,littleleaf linden,Auburndale,Large (18-24in)
238814,2,Alive,Good,bigtooth aspen,Windsor Terrace,Medium (3-10in)
122862,3,Alive,Fair,Japanese zelkova,Bellerose,Medium (3-10in)
331598,6,Alive,Good,American hornbeam,West New Brighton-New Brighton-St. George,Medium-Large (10-18in)
129112,1,Alive,Good,London planetree,Bedford,Medium (3-10in)
410389,2,Alive,Good,red maple,Eastchester-Edenwald-Baychester,Medium (3-10in)
684558,12,Alive,Good,sweetgum,Rugby-Remsen Village,Large (18-24in)
91099,9,Alive,Good,American elm,Bushwick South,Medium-Large (10-18in)
173597,9,Alive,Good,littleleaf linden,North Side-South Side,Medium-Large (10-18in)
207198,6,Alive,Good,London planetree,Corona,Medium-Large (10-18in)
285269,15,Alive,Good,pin oak,Bensonhurst East,Large (18-24in)
387825,10,Dead,,,Pelham Parkway,Medium-Large (10-18in)
440875,14,Alive,Good,honeylocust,East Tremont,Large (18-24in)
519196,11,Alive,Good,Sophora,Woodlawn-Wakefield,Large (18-24in)
308197,4,Alive,Fair,Kentucky coffeetree,New Dorp-Midland Beach,Medium-Large (10-18in)
395504,2,Alive,Good,crab apple,West New Brighton-New Brighton-St. George,Medium (3-10in)
102093,14,Alive,Good,crimson king maple,South Jamaica,Large (18-24in)
32402,4,Alive,Good,purple-leaf plum,Old Town-Dongan Hills-South Beach,Medium-Large (10-18in)
404488,2,Alive,Good,cherry,West New Brighton-New Brighton-St. George,Medium (3-10in)
387976,4,Alive,Fair,honeylocust,SI11,Medium-Large (10-18in)
566521,18,Alive,Good,London planetree,Cambria Heights,Large (18-24in)
123752,4,Alive,Poor,American linden,Hudson Yards-Chelsea-Flatiron-Union Square,Medium-Large (10-18in)
82685,8,Alive,Good,pin oak,Upper West Side,Medium-Large (10-18in)
294100,3,Alive,Poor,pin oak,North Side-South Side,Medium (3-10in)
51160,4,Alive,Good,Japanese zelkova,East Tremont,Medium-Large (10-18in)
381607,3,Alive,Poor,Sophora,Whitestone,Medium (3-10in)
710677,18,Alive,Good,ginkgo,Bensonhurst West,Large (18-24in)
364125,6,Alive,Good,Callery pear,West New Brighton-New Brighton-St. George,Medium-Large (10-18in)
245227,2,Alive,Good,horse chestnut,Windsor Terrace,Medium (3-10in)
228321,5,Alive,Good,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,Medium-Large (10-18in)
169183,2,Alive,Fair,American linden,MN40,Medium (3-10in)
366854,8,Alive,Fair,silver maple,Charleston-Richmond Valley-Tottenville,Medium-Large (10-18in)
341837,0,Stump,,,Breezy Point-Belle Harbor-Rockaway Park-Broad Chan,Small (0-3in)
470042,11,Alive,Fair,Norway maple,Far Rockaway-Bayswater,Large (18-24in)
541608,13,Alive,Fair,honeylocust,Baisley Park,Large (18-24in)
33307,19,Alive,Good,red maple,Great Kills,Very large (>24in)
439205,29,Alive,Good,sycamore maple,Brownsville,
326308,18,Alive,Poor,maple,Allerton-Pelham Gardens,Large (18-24in)
296147,29,Alive,Good,London planetree,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,
463283,0,Stump,,,Old Town-Dongan Hills-South Beach,Small (0-3in)
254755,11,Dead,,,Queens Village,Large (18-24in)
694794,19,Alive,Good,American linden,Starrett City,Very large (>24in)
376088,8,Alive,Good,Japanese zelkova,West Village,Medium-Large (10-18in)
372151,14,Alive,Fair,honeylocust,BK45,Large (18-24in)
71518,4,Alive,Good,Sophora,Brighton Beach,Medium-Large (10-18in)
447476,2,Alive,Good,cherry,Old Town-Dongan Hills-South Beach,Medium (3-10in)
601645,5,Alive,Good,Callery pear,Forest Hills,Medium-Large (10-18in)
297390,20,Alive,Good,London planetree,Flatlands,Very large (>24in)
322579,9,Alive,Good,littleleaf linden,Whitestone,Medium-Large (10-18in)
361027,24,Alive,Good,Amur maple,Rossville-Woodrow,Very large (>24in)
631630,14,Alive,Good,honeylocust,North Corona,Large (18-24in)
219141,10,Alive,Good,Sophora,21,Medium-Large (10-18in)
9906,7,Alive,Good,honeylocust,Ozone Park,Medium-Large (10-18in)
277827,13,Alive,Good,honeylocust,Sunset Park East,Large (18-24in)
83149,12,Alive,Good,honeylocust,Greenpoint,Large (18-24in)
497542,18,Alive,Good,Norway maple,Prospect Lefferts Gardens-Wingate,Large (18-24in)
371464,7,Alive,Fair,Callery pear,QN29,Medium-Large (10-18in)
323903,4,Alive,Good,cherry,Schuylerville-Throgs Neck-Edgewater Park,Medium-Large (10-18in)
468147,6,Alive,Fair,Callery pear,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Medium-Large (10-18in)
493766,3,Alive,Good,pond cypress,New Springville-Bloomfield-Travis,Medium (3-10in)
699426,2,Alive,Good,London planetree,Rugby-Remsen Village,Medium (3-10in)
144497,5,Alive,Good,Callery pear,Hunters Point-Sunnyside-West Maspeth,Medium-Large (10-18in)
115109,17,Alive,Good,Callery pear,Steinway,Large (18-24in)
304164,2,Alive,Poor,silver maple,Washington Heights North,Medium (3-10in)
69325,3,Dead,,,Hamilton Heights,Medium (3-10in)
366444,3,Alive,Fair,purple-leaf plum,Allerton-Pelham Gardens,Medium (3-10in)
592214,6,Alive,Good,crab apple,Glen Oaks-Floral Park-New Hyde Park,Medium-Large (10-18in)
